MUNICIPIO;QUANTIDADE
292925 São Gabriel;13
292930 São Gonçalo dos Campos;29
292935 São José da Vitória;5
292937 São José do Jacuípe;10
292940 São Miguel das Matas;6
292950 São Sebastião do Passé;48
292960 Sapeaçu;21
292970 Sátiro Dias;18
292975 Saubara;10
292980 Saúde;10
292990 Seabra;44
293000 Sebastião Laranjeiras;11
293010 Senhor do Bonfim;157
293020 Sento Sé;11
293015 Serra do Ramalho;26
293030 Serra Dourada;25
293040 Serra Preta;13
293050 Serrinha;102
293060 Serrolândia;13
293070 Simões Filho;68
293075 Sítio do Mato;10
293076 Sítio do Quinto;8
293077 Sobradinho;25
293080 Souto Soares;14
293090 Tabocas do Brejo Velho;12
293100 Tanhaçu;18
293105 Tanque Novo;18
293110 Tanquinho;9
293120 Taperoá;11
293130 Tapiramutá;14
293135 Teixeira de Freitas;306
293140 Teodoro Sampaio;11
293150 Teofilândia;20
293160 Teolândia;15
293170 Terra Nova;10
293180 Tremedal;17
293190 Tucano;34
293200 Uauá;32
293210 Ubaíra;19
293220 Ubaitaba;18
293230 Ubatã;18
293240 Uibaí;13
293245 Umburanas;11
293250 Una;18
293260 Urandi;17
293270 Uruçuca;19
293280 Utinga;22
293290 Valença;104
293300 Valente;38
293305 Várzea da Roça;15
293310 Várzea do Poço;7
293315 Várzea Nova;13
293317 Varzedo;12
293320 Vera Cruz;34
293325 Vereda;9
293330 Vitória da Conquista;866
293340 Wagner;13
293345 Wanderley;15
293350 Wenceslau Guimarães;12
293360 Xique-Xique;34
310010 Abadia dos Dourados;5
310020 Abaeté;43
310030 Abre Campo;13
310040 Acaiaca;6
310050 Açucena;10
310060 Água Boa;12
310070 Água Comprida;5
310080 Aguanil;6
310090 Águas Formosas;32
310100 Águas Vermelhas;19
310110 Aimorés;34
310120 Aiuruoca;11
310130 Alagoa;5
310140 Albertina;3
310150 Além Paraíba;100
310160 Alfenas;220
310163 Alfredo Vasconcelos;1
310170 Almenara;63
310180 Alpercata;7
310190 Alpinópolis;39
310200 Alterosa;24
310205 Alto Caparaó;15
315350 Alto Jequitibá;17
310210 Alto Rio Doce;15
310220 Alvarenga;6
310230 Alvinópolis;27
310240 Alvorada de Minas;9
310250 Amparo do Serra;5
310260 Andradas;77
310280 Andrelândia;20
310285 Angelândia;9
310290 Antônio Carlos;11
310300 Antônio Dias;11
310310 Antônio Prado de Minas;7
310320 Araçaí;3
310330 Aracitaba;1
310340 Araçuaí;73
310350 Araguari;226
310360 Arantina;7
310370 Araponga;9
310375 Araporã;9
310380 Arapuá;5
310390 Araújos;9
310400 Araxá;404
310410 Arceburgo;13
310420 Arcos;97
310430 Areado;21
310440 Argirita;5
310445 Aricanduva;8
310450 Arinos;21
310460 Astolfo Dutra;43
310470 Ataléia;13
310480 Augusto de Lima;4
310490 Baependi;42
310500 Baldim;6
310510 Bambuí;54
310520 Bandeira;8
310530 Bandeira do Sul;13
310540 Barão de Cocais;47
310550 Barão de Monte Alto;6
310560 Barbacena;592
310570 Barra Longa;6
310590 Barroso;51
310600 Bela Vista de Minas;17
310610 Belmiro Braga;7
310620 Belo Horizonte;6593
310630 Belo Oriente;29
310640 Belo Vale;11
310650 Berilo;15
310665 Berizal;8
310660 Bertópolis;7
310670 Betim;334
310680 Bias Fortes;5
310690 Bicas;35
310700 Biquinhas;5
310710 Boa Esperança;153
310720 Bocaina de Minas;7
310730 Bocaiúva;56
310740 Bom Despacho;193
310750 Bom Jardim de Minas;18
310760 Bom Jesus da Penha;6
310770 Bom Jesus do Amparo;6
310780 Bom Jesus do Galho;13
310790 Bom Repouso;9
310800 Bom Sucesso;31
310810 Bonfim;13
310820 Bonfinópolis de Minas;10
310825 Bonito de Minas;12
310830 Borda da Mata;37
310840 Botelhos;17
310850 Botumirim;6
310870 Brás Pires;10
310855 Brasilândia de Minas;23
310860 Brasília de Minas;53
310880 Braúnas;5
310890 Brazópolis;26
310900 Brumadinho;99
310910 Bueno Brandão;25
310920 Buenópolis;11
310925 Bugre;8
310930 Buritis;33
310940 Buritizeiro;21
310945 Cabeceira Grande;3
310950 Cabo Verde;17
310960 Cachoeira da Prata;3
310970 Cachoeira de Minas;13
310270 Cachoeira de Pajeú;12
310980 Cachoeira Dourada;5
310990 Caetanópolis;7
311000 Caeté;60
311010 Caiana;9
311020 Cajuri;4
311030 Caldas;17
311040 Camacho;9
311050 Camanducaia;35
311060 Cambuí;91
311070 Cambuquira;24
311080 Campanário;5
311090 Campanha;42
311100 Campestre;41
311110 Campina Verde;53
311115 Campo Azul;5
311120 Campo Belo;176
311130 Campo do Meio;11
311140 Campo Florido;11
311150 Campos Altos;26
311160 Campos Gerais;47
311190 Cana Verde;5
311170 Canaã;6
311180 Canápolis;13
311200 Candeias;38
311205 Cantagalo;4
311210 Caparaó;6
311220 Capela Nova;8
311230 Capelinha;85
311240 Capetinga;12
311250 Capim Branco;7
311260 Capinópolis;20
311265 Capitão Andrade;6
311270 Capitão Enéas;23
311280 Capitólio;12
311290 Caputira;12
311300 Caraí;18
311310 Caranaíba;4
311320 Carandaí;74
311330 Carangola;74
311340 Caratinga;268
311350 Carbonita;24
311360 Careaçu;11
311370 Carlos Chagas;24
311380 Carmésia;4
311390 Carmo da Cachoeira;11
311400 Carmo da Mata;13
311410 Carmo de Minas;21
311420 Carmo do Cajuru;22
311430 Carmo do Paranaíba;107
311440 Carmo do Rio Claro;31
311450 Carmópolis de Minas;53
311455 Carneirinho;17
311460 Carrancas;5
311470 Carvalhópolis;6
311480 Carvalhos;5
311490 Casa Grande;2
311500 Cascalho Rico;2
311510 Cássia;25
311530 Cataguases;311
311535 Catas Altas;11
311540 Catas Altas da Noruega;3
311545 Catuji;8
311547 Catuti;9
311550 Caxambu;78
311560 Cedro do Abaeté;7
311570 Central de Minas;10
311580 Centralina;12
311590 Chácara;4
311600 Chalé;11
311610 Chapada do Norte;14
311615 Chapada Gaúcha;12
311620 Chiador;5
311630 Cipotânea;10
311640 Claraval;5
311650 Claro dos Poções;12
311660 Cláudio;54
311670 Coimbra;6
311680 Coluna;8
311690 Comendador Gomes;3
311700 Comercinho;8
311710 Conceição da Aparecida;13
311520 Conceição da Barra de Minas;7
311730 Conceição das Alagoas;34
311720 Conceição das Pedras;6
311740 Conceição de Ipanema;6
311750 Conceição do Mato Dentro;36
311760 Conceição do Pará;8
311770 Conceição do Rio Verde;27
311780 Conceição dos Ouros;17
311783 Cônego Marinho;10
311787 Confins;10
311790 Congonhal;22
311800 Congonhas;149
311810 Congonhas do Norte;9
311820 Conquista;13
311830 Conselheiro Lafaiete;426
311840 Conselheiro Pena;21
311850 Consolação;1
311860 Contagem;871
311870 Coqueiral;17
311880 Coração de Jesus;44
311890 Cordisburgo;9
311900 Cordislândia;6
311910 Corinto;38
311920 Coroaci;8
311930 Coromandel;63
311940 Coronel Fabriciano;130
311950 Coronel Murta;9
311960 Coronel Pacheco;5
311970 Coronel Xavier Chaves;7
311980 Córrego Danta;10
311990 Córrego do Bom Jesus;4
311995 Córrego Fundo;6
312000 Córrego Novo;4
312010 Couto de Magalhães de Minas;3
312015 Crisólita;7
312020 Cristais;19
312030 Cristália;8
312040 Cristiano Otoni;5
312050 Cristina;27
312060 Crucilândia;9
312070 Cruzeiro da Fortaleza;7
312080 Cruzília;30
312083 Cuparaque;8
312087 Curral de Dentro;9
312090 Curvelo;166
312100 Datas;8
312110 Delfim Moreira;15
312120 Delfinópolis;12
312125 Delta;7
312130 Descoberto;7
312140 Desterro de Entre Rios;19
312150 Desterro do Melo;8
312160 Diamantina;165
312170 Diogo de Vasconcelos;8
312180 Dionísio;8
312190 Divinésia;5
312200 Divino;27
312210 Divino das Laranjeiras;7
312220 Divinolândia de Minas;9
312230 Divinópolis;896
312235 Divisa Alegre;10
312240 Divisa Nova;9
312245 Divisópolis;12
312247 Dom Bosco;4
312250 Dom Cavati;7
312260 Dom Joaquim;7
312270 Dom Silvério;14
312280 Dom Viçoso;9
312290 Dona Eusébia;5
312300 Dores de Campos;17
312310 Dores de Guanhães;7
312320 Dores do Indaiá;27
312330 Dores do Turvo;1
312340 Doresópolis;5
312350 Douradoquara;3
312352 Durandé;8
312360 Elói Mendes;59
312370 Engenheiro Caldas;22
312380 Engenheiro Navarro;8
312385 Entre Folhas;4
312390 Entre Rios de Minas;32
312400 Ervália;22
312410 Esmeraldas;56
312420 Espera Feliz;26
312430 Espinosa;29
312440 Espírito Santo do Dourado;9
312450 Estiva;10
312460 Estrela Dalva;4
312470 Estrela do Indaiá;10
312480 Estrela do Sul;8
312490 Eugenópolis;17
312500 Ewbank da Câmara;4
312510 Extrema;112
312520 Fama;2
312530 Faria Lemos;3
312540 Felício dos Santos;5
312560 Felisburgo;11
312570 Felixlândia;20
312580 Fernandes Tourinho;5
312590 Ferros;10
312595 Fervedouro;13
312600 Florestal;25
312610 Formiga;179
312620 Formoso;6
312630 Fortaleza de Minas;7
312640 Fortuna de Minas;5
312650 Francisco Badaró;17
312660 Francisco Dumont;9
312670 Francisco Sá;26
312675 Franciscópolis;4
312680 Frei Gaspar;5
312690 Frei Inocêncio;8
312695 Frei Lagonegro;3
312700 Fronteira;20
312705 Fronteira dos Vales;4
312707 Fruta de Leite;7
312710 Frutal;148
312720 Funilândia;9
312730 Galiléia;8
312733 Gameleiras;8
312735 Glaucilândia;9
312737 Goiabeira;7
312738 Goianá;7
312740 Gonçalves;3
312750 Gonzaga;7
312760 Gouveia;17
312770 Governador Valadares;775
312780 Grão Mogol;19
312790 Grupiara;5
312800 Guanhães;61
312810 Guapé;15
312820 Guaraciaba;12
312825 Guaraciama;4
312830 Guaranésia;28
312840 Guarani;17
312850 Guarará;8
312860 Guarda-Mor;12
312870 Guaxupé;182
312880 Guidoval;9
312890 Guimarânia;13
312900 Guiricema;11
312910 Gurinhatã;10
312920 Heliodora;8
312930 Iapu;9
312940 Ibertioga;8
312950 Ibiá;72
312960 Ibiaí;15
312965 Ibiracatu;7
312970 Ibiraci;17
312980 Ibirité;75
312990 Ibitiúra de Minas;4
313000 Ibituruna;2
313005 Icaraí de Minas;10
313010 Igarapé;41
313020 Igaratinga;11
313030 Iguatama;12
313040 Ijaci;6
313050 Ilicínea;18
313055 Imbé de Minas;7
313060 Inconfidentes;4
313065 Indaiabira;15
313070 Indianópolis;7
313080 Ingaí;3
313090 Inhapim;42
313100 Inhaúma;7
313110 Inimutaba;6
313115 Ipaba;13
313120 Ipanema;39
313130 Ipatinga;625
313140 Ipiaçu;4
313150 Ipuiúna;19
313160 Iraí de Minas;8
313170 Itabira;609
313180 Itabirinha;9
313190 Itabirito;124
313200 Itacambira;6
313210 Itacarambi;23
313220 Itaguara;25
313230 Itaipé;8
313240 Itajubá;437
313250 Itamarandiba;50
313260 Itamarati de Minas;7
313270 Itambacuri;39
313280 Itambé do Mato Dentro;1
313290 Itamogi;25
313300 Itamonte;30
313310 Itanhandu;53
313320 Itanhomi;14
313330 Itaobim;39
313340 Itapagipe;33
313350 Itapecerica;35
313360 Itapeva;13
313370 Itatiaiuçu;16
313375 Itaú de Minas;42
313380 Itaúna;365
313390 Itaverava;6
313400 Itinga;12
313410 Itueta;5
313420 Ituiutaba;229
313430 Itumirim;9
313440 Iturama;86
313450 Itutinga;6
313460 Jaboticatubas;22
313470 Jacinto;18
313480 Jacuí;15
313490 Jacutinga;34
313500 Jaguaraçu;6
313505 Jaíba;37
313507 Jampruca;3
313510 Janaúba;118
313520 Januária;117
313530 Japaraíba;6
313535 Japonvar;14
313540 Jeceaba;10
313545 Jenipapo de Minas;8
313550 Jequeri;18
313560 Jequitaí;12
313570 Jequitibá;5
313580 Jequitinhonha;38
313590 Jesuânia;5
313600 Joaíma;17
313610 Joanésia;5
313620 João Monlevade;348
313630 João Pinheiro;80
313640 Joaquim Felício;7
313650 Jordânia;14
313652 José Gonçalves de Minas;7
313655 José Raydan;7
313657 Josenópolis;5
313665 Juatuba;40
313670 Juiz de Fora;1546
313680 Juramento;7
313690 Juruaia;20
313695 Juvenília;6
313700 Ladainha;17
313710 Lagamar;17
313720 Lagoa da Prata;78
313730 Lagoa dos Patos;8
313740 Lagoa Dourada;14
313750 Lagoa Formosa;50
313753 Lagoa Grande;16
313760 Lagoa Santa;137
313770 Lajinha;19
313780 Lambari;41
313790 Lamim;5
313800 Laranjal;16
313810 Lassance;9
313820 Lavras;531
313830 Leandro Ferreira;5
313835 Leme do Prado;11
313840 Leopoldina;130
313850 Liberdade;8
313860 Lima Duarte;34
313862 Limeira do Oeste;16
313865 Lontra;14
313867 Luisburgo;6
313868 Luislândia;8
313870 Luminárias;7
313880 Luz;39
313890 Machacalis;15
313900 Machado;127
313910 Madre de Deus de Minas;5
313920 Malacacheta;21
313925 Mamonas;10
313930 Manga;21
313940 Manhuaçu;486
313950 Manhumirim;49
313960 Mantena;33
313980 Mar de Espanha;17
313970 Maravilhas;5
313990 Maria da Fé;32
314000 Mariana;139
314010 Marilac;5
314015 Mário Campos;11
314020 Maripá de Minas;5
314030 Marliéria;4
314040 Marmelópolis;3
314050 Martinho Campos;30
314053 Martins Soares;6
314055 Mata Verde;3
314060 Materlândia;4
314070 Mateus Leme;92
317150 Mathias Lobato;6
314080 Matias Barbosa;21
314085 Matias Cardoso;12
314090 Matipó;30
314100 Mato Verde;25
314110 Matozinhos;39
314120 Matutina;12
314130 Medeiros;6
314140 Medina;22
314150 Mendes Pimentel;8
314160 Mercês;16
314170 Mesquita;5
314180 Minas Novas;39
314190 Minduri;8
314200 Mirabela;18
314210 Miradouro;13
314220 Miraí;26
314225 Miravânia;14
314230 Moeda;6
314240 Moema;13
314250 Monjolos;6
314260 Monsenhor Paulo;16
314270 Montalvânia;18
314280 Monte Alegre de Minas;14
314290 Monte Azul;36
314300 Monte Belo;21
314310 Monte Carmelo;72
314315 Monte Formoso;6
314320 Monte Santo de Minas;34
314340 Monte Sião;55
314330 Montes Claros;727
314345 Montezuma;11
314350 Morada Nova de Minas;13
314360 Morro da Garça;3
314370 Morro do Pilar;2
314380 Munhoz;6
314390 Muriaé;249
314400 Mutum;33
314410 Muzambinho;46
314420 Nacip Raydan;5
314430 Nanuque;73
314435 Naque;6
314437 Natalândia;3
314440 Natércia;7
314450 Nazareno;15
314460 Nepomuceno;35
314465 Ninheira;12
314467 Nova Belém;6
314470 Nova Era;48
314480 Nova Lima;229
314490 Nova Módica;4
314500 Nova Ponte;24
314505 Nova Porteirinha;8
314510 Nova Resende;25
314520 Nova Serrana;88
313660 Nova União;7
314530 Novo Cruzeiro;30
314535 Novo Oriente de Minas;11
314537 Novorizonte;5
314540 Olaria;5
314545 Olhos-d'Água;9
314550 Olímpio Noronha;4
314560 Oliveira;89
314570 Oliveira Fortes;3
314580 Onça de Pitangui;7
314585 Oratórios;6
314587 Orizânia;9
314590 Ouro Branco;90
314600 Ouro Fino;87
314610 Ouro Preto;187
314620 Ouro Verde de Minas;5
314625 Padre Carvalho;5
314630 Padre Paraíso;22
314655 Pai Pedro;8
314640 Paineiras;10
314650 Pains;7
314660 Paiva;3
314670 Palma;19
314675 Palmópolis;8
314690 Papagaios;17
314710 Pará de Minas;188
314700 Paracatu;140
314720 Paraguaçu;26
314730 Paraisópolis;54
314740 Paraopeba;42
314760 Passa Quatro;38
314770 Passa Tempo;13
314780 Passa-Vinte;6
314750 Passabém;5
314790 Passos;347
314795 Patis;5
314800 Patos de Minas;570
314810 Patrocínio;197
314820 Patrocínio do Muriaé;8
314830 Paula Cândido;22
314840 Paulistas;7
314850 Pavão;9
314860 Peçanha;24
314870 Pedra Azul;35
314875 Pedra Bonita;8
314880 Pedra do Anta;6
314890 Pedra do Indaiá;6
314900 Pedra Dourada;6
314910 Pedralva;21
314915 Pedras de Maria da Cruz;13
314920 Pedrinópolis;7
314930 Pedro Leopoldo;147
314940 Pedro Teixeira;4
314950 Pequeri;6
314960 Pequi;6
314970 Perdigão;12
314980 Perdizes;32
314990 Perdões;44
314995 Periquito;6
315000 Pescador;4
315010 Piau;5
315015 Piedade de Caratinga;9
315020 Piedade de Ponte Nova;5
315030 Piedade do Rio Grande;8
315040 Piedade dos Gerais;6
315050 Pimenta;14
315053 Pingo-d'Água;6
315057 Pintópolis;8
315060 Piracema;10
315070 Pirajuba;3
315080 Piranga;24
315090 Piranguçu;9
315100 Piranguinho;15
315110 Pirapetinga;21
315120 Pirapora;108
315130 Piraúba;21
315140 Pitangui;46
315150 Piumhi;103
315160 Planura;15
315170 Poço Fundo;26
315180 Poços de Caldas;824
315190 Pocrane;9
315200 Pompéu;48
315210 Ponte Nova;213
315213 Ponto Chique;7
315217 Ponto dos Volantes;15
315220 Porteirinha;53
315230 Porto Firme;12
315240 Poté;15
315250 Pouso Alegre;816
315260 Pouso Alto;9
315270 Prados;11
315280 Prata;39
315290 Pratápolis;10
315300 Pratinha;6
315310 Presidente Bernardes;10
315320 Presidente Juscelino;4
315330 Presidente Kubitschek;5
315340 Presidente Olegário;25
315360 Prudente de Morais;8
315370 Quartel Geral;4
315380 Queluzito;3
315390 Raposos;12
315400 Raul Soares;50
315410 Recreio;20
315415 Reduto;6
315420 Resende Costa;31
315430 Resplendor;22
315440 Ressaquinha;6
315445 Riachinho;11
315450 Riacho dos Machados;10
315460 Ribeirão das Neves;143
315470 Ribeirão Vermelho;7
315480 Rio Acima;8
315490 Rio Casca;39
315510 Rio do Prado;7
315500 Rio Doce;4
315520 Rio Espera;6
315530 Rio Manso;5
315540 Rio Novo;15
315550 Rio Paranaíba;26
315560 Rio Pardo de Minas;27
315570 Rio Piracicaba;23
315580 Rio Pomba;35
315590 Rio Preto;9
315600 Rio Vermelho;15
315610 Ritápolis;9
315620 Rochedo de Minas;5
315630 Rodeiro;10
315640 Romaria;2
315645 Rosário da Limeira;6
315650 Rubelita;11
315660 Rubim;12
315670 Sabará;85
315680 Sabinópolis;23
315690 Sacramento;57
315700 Salinas;79
315710 Salto da Divisa;10
315720 Santa Bárbara;60
315725 Santa Bárbara do Leste;4
315727 Santa Bárbara do Monte Verde;8
315730 Santa Bárbara do Tugúrio;3
315733 Santa Cruz de Minas;8
315737 Santa Cruz de Salinas;5
315740 Santa Cruz do Escalvado;11
315750 Santa Efigênia de Minas;4
315760 Santa Fé de Minas;6
315765 Santa Helena de Minas;6
315770 Santa Juliana;23
315780 Santa Luzia;154
315790 Santa Margarida;20
315800 Santa Maria de Itabira;13
315810 Santa Maria do Salto;3
315820 Santa Maria do Suaçuí;20
315920 Santa Rita de Caldas;23
315940 Santa Rita de Ibitipoca;4
315930 Santa Rita de Jacutinga;2
315935 Santa Rita de Minas;11
315950 Santa Rita do Itueto;11
315960 Santa Rita do Sapucaí;153
315970 Santa Rosa da Serra;10
315980 Santa Vitória;27
315830 Santana da Vargem;8
315840 Santana de Cataguases;6
315850 Santana de Pirapama;7
315860 Santana do Deserto;7
315870 Santana do Garambéu;4
315880 Santana do Jacaré;8
315890 Santana do Manhuaçu;10
315895 Santana do Paraíso;24
315900 Santana do Riacho;5
315910 Santana dos Montes;4
315990 Santo Antônio do Amparo;31
316000 Santo Antônio do Aventureiro;7
316010 Santo Antônio do Grama;6
316020 Santo Antônio do Itambé;2
316030 Santo Antônio do Jacinto;8
316040 Santo Antônio do Monte;47
316045 Santo Antônio do Retiro;12
316050 Santo Antônio do Rio Abaixo;3
316060 Santo Hipólito;5
316070 Santos Dumont;69
316080 São Bento Abade;5
316090 São Brás do Suaçuí;6
316095 São Domingos das Dores;7
316100 São Domingos do Prata;22
316105 São Félix de Minas;8
316110 São Francisco;46
316120 São Francisco de Paula;6
316130 São Francisco de Sales;10
316140 São Francisco do Glória;8
316150 São Geraldo;7
316160 São Geraldo da Piedade;3
316165 São Geraldo do Baixio;5
316170 São Gonçalo do Abaeté;8
316180 São Gonçalo do Pará;8
316190 São Gonçalo do Rio Abaixo;14
312550 São Gonçalo do Rio Preto;5
316200 São Gonçalo do Sapucaí;63
316210 São Gotardo;55
316220 São João Batista do Glória;12
316225 São João da Lagoa;4
316230 São João da Mata;6
316240 São João da Ponte;20
316245 São João das Missões;15
316250 São João del Rei;313
316255 São João do Manhuaçu;14
316257 São João do Manteninha;7
316260 São João do Oriente;9
316265 São João do Pacuí;7
316270 São João do Paraíso;21
316280 São João Evangelista;15
316290 São João Nepomuceno;37
316292 São Joaquim de Bicas;31
316294 São José da Barra;20
316295 São José da Lapa;23
316300 São José da Safira;4
316310 São José da Varginha;9
316320 São José do Alegre;5
316330 São José do Divino;6
316340 São José do Goiabal;5
316350 São José do Jacuri;7
316360 São José do Mantimento;3
316370 São Lourenço;242
316380 São Miguel do Anta;12
316390 São Pedro da União;8
316410 São Pedro do Suaçuí;8
316400 São Pedro dos Ferros;15
316420 São Romão;12
316430 São Roque de Minas;13
316440 São Sebastião da Bela Vista;5
316443 São Sebastião da Vargem Alegre;6
316447 São Sebastião do Anta;5
316450 São Sebastião do Maranhão;6
316460 São Sebastião do Oeste;11
316470 São Sebastião do Paraíso;185
316480 São Sebastião do Rio Preto;3
316490 São Sebastião do Rio Verde;4
316520 São Thomé das Letras;10
316500 São Tiago;12
316510 São Tomás de Aquino;12
316530 São Vicente de Minas;17
316540 Sapucaí-Mirim;8
316550 Sardoá;5
316553 Sarzedo;37
316556 Sem-Peixe;6
316557 Senador Amaral;7
316560 Senador Cortes;4
316570 Senador Firmino;13
316580 Senador José Bento;5
316590 Senador Modestino Gonçalves;3
316600 Senhora de Oliveira;7
316610 Senhora do Porto;5
316620 Senhora dos Remédios;8
316630 Sericita;11
316640 Seritinga;3
316650 Serra Azul de Minas;3
316660 Serra da Saudade;4
316680 Serra do Salitre;21
316670 Serra dos Aimorés;6
316690 Serrania;13
316695 Serranópolis de Minas;7
316700 Serranos;4
316710 Serro;26
316720 Sete Lagoas;551
316555 Setubinha;8
316730 Silveirânia;4
316740 Silvianópolis;10
316750 Simão Pereira;5
316760 Simonésia;23
316770 Sobrália;11
316780 Soledade de Minas;2
316790 Tabuleiro;7
316800 Taiobeiras;54
316805 Taparuba;5
316810 Tapira;3
316820 Tapiraí;3
316830 Taquaraçu de Minas;6
316840 Tarumirim;16
316850 Teixeiras;15
316860 Teófilo Otoni;475
316870 Timóteo;141
316880 Tiradentes;6
316890 Tiros;13
316900 Tocantins;18
316905 Tocos do Moji;6
316910 Toledo;6
316920 Tombos;35
316930 Três Corações;264
316935 Três Marias;62
316940 Três Pontas;203
316950 Tumiritinga;7
316960 Tupaciguara;23
316970 Turmalina;32
316980 Turvolândia;5
316990 Ubá;178
317000 Ubaí;19
317005 Ubaporanga;11
317010 Uberaba;666
317020 Uberlândia;1793
317030 Umburatiba;4
317040 Unaí;148
317043 União de Minas;6
317047 Uruana de Minas;6
317050 Urucânia;6
317052 Urucuia;13
317057 Vargem Alegre;4
317060 Vargem Bonita;6
317065 Vargem Grande do Rio Pardo;10
317070 Varginha;778
317075 Varjão de Minas;8
317080 Várzea da Palma;47
317090 Varzelândia;20
317100 Vazante;40
317103 Verdelândia;11
317107 Veredinha;5
317110 Veríssimo;4
317115 Vermelho Novo;3
317120 Vespasiano;126
317130 Viçosa;426
317140 Vieiras;5
317160 Virgem da Lapa;16
317170 Virgínia;11
317180 Virginópolis;19
317190 Virgolândia;8
317200 Visconde do Rio Branco;86
317210 Volta Grande;10
317220 Wenceslau Braz;2
320010 Afonso Cláudio;40
320016 Água Doce do Norte;11
320013 Águia Branca;19
320020 Alegre;78
320030 Alfredo Chaves;26
320035 Alto Rio Novo;8
320040 Anchieta;73
320050 Apiacá;7
320060 Aracruz;243
320070 Atilio Vivacqua;18
320080 Baixo Guandu;61
320090 Barra de São Francisco;88
320100 Boa Esperança;22
320110 Bom Jesus do Norte;11
320115 Brejetuba;26
320120 Cachoeiro de Itapemirim;461
320130 Cariacica;221
320140 Castelo;110
320150 Colatina;403
320160 Conceição da Barra;20
320170 Conceição do Castelo;22
320180 Divino de São Lourenço;10
320190 Domingos Martins;63
320200 Dores do Rio Preto;9
320210 Ecoporanga;29
320220 Fundão;23
320225 Governador Lindenberg;25
320230 Guaçuí;88
320240 Guarapari;162
320245 Ibatiba;49
320250 Ibiraçu;32
320255 Ibitirama;12
320260 Iconha;41
320265 Irupi;22
320270 Itaguaçu;25
320280 Itapemirim;75
320290 Itarana;19
320300 Iúna;71
320305 Jaguaré;44
320310 Jerônimo Monteiro;28
320313 João Neiva;43
320316 Laranja da Terra;24
320320 Linhares;515
320330 Mantenópolis;14
320332 Marataízes;76
320334 Marechal Floriano;27
320335 Marilândia;26
320340 Mimoso do Sul;52
320350 Montanha;27
320360 Mucurici;9
320370 Muniz Freire;27
320380 Muqui;21
320390 Nova Venécia;89
320400 Pancas;28
320405 Pedro Canário;20
320410 Pinheiros;41
320420 Piúma;37
320425 Ponto Belo;13
320430 Presidente Kennedy;23
320435 Rio Bananal;29
320440 Rio Novo do Sul;14
320450 Santa Leopoldina;9
320455 Santa Maria de Jetibá;62
320460 Santa Teresa;57
320465 São Domingos do Norte;13
320470 São Gabriel da Palha;113
320480 São José do Calçado;20
320490 São Mateus;239
320495 São Roque do Canaã;19
320500 Serra;277
320501 Sooretama;17
320503 Vargem Alta;47
320506 Venda Nova do Imigrante;91
320510 Viana;45
320515 Vila Pavão;15
320517 Vila Valério;14
320520 Vila Velha;915
320530 Vitória;1050
330010 Angra dos Reis;520
330015 Aperibé;16
330020 Araruama;281
330022 Areal;23
330023 Armação dos Búzios;50
330025 Arraial do Cabo;23
330030 Barra do Piraí;147
330040 Barra Mansa;406
330045 Belford Roxo;163
330050 Bom Jardim;45
330060 Bom Jesus do Itabapoana;119
330070 Cabo Frio;397
330080 Cachoeiras de Macacu;87
330090 Cambuci;20
330100 Campos dos Goytacazes;1058
330110 Cantagalo;54
330093 Carapebus;19
330115 Cardoso Moreira;13
330120 Carmo;40
330130 Casimiro de Abreu;55
330095 Comendador Levy Gasparian;21
330140 Conceição de Macabu;38
330150 Cordeiro;55
330160 Duas Barras;25
330170 Duque de Caxias;486
330180 Engenheiro Paulo de Frontin;22
330185 Guapimirim;44
330187 Iguaba Grande;42
330190 Itaboraí;259
330200 Itaguaí;155
330205 Italva;19
330210 Itaocara;42
330220 Itaperuna;373
330225 Itatiaia;50
330227 Japeri;32
330230 Laje do Muriaé;13
330240 Macaé;887
330245 Macuco;15
330250 Magé;195
330260 Mangaratiba;39
330270 Maricá;138
330280 Mendes;45
330285 Mesquita;55
330290 Miguel Pereira;87
330300 Miracema;56
330310 Natividade;45
330320 Nilópolis;108
330330 Niterói;1764
330340 Nova Friburgo;504
330350 Nova Iguaçu;968
330360 Paracambi;67
330370 Paraíba do Sul;77
330380 Paraty;38
330385 Paty do Alferes;39
330390 Petrópolis;588
330395 Pinheiral;32
330400 Piraí;41
330410 Porciúncula;47
330411 Porto Real;44
330412 Quatis;26
330414 Queimados;55
330415 Quissamã;23
330420 Resende;485
330430 Rio Bonito;104
330440 Rio Claro;26
330450 Rio das Flores;20
330452 Rio das Ostras;246
330455 Rio de Janeiro;9984
330460 Santa Maria Madalena;20
330470 Santo Antônio de Pádua;54
330480 São Fidélis;56
330475 São Francisco de Itabapoana;55
330490 São Gonçalo;921
330500 São João da Barra;51
330510 São João de Meriti;295
330513 São José de Ubá;10
330515 São José do Vale do Rio Preto;31
330520 São Pedro da Aldeia;94
330530 São Sebastião do Alto;11
330540 Sapucaia;37
330550 Saquarema;136
330555 Seropédica;51
330560 Silva Jardim;39
330570 Sumidouro;25
330575 Tanguá;39
330580 Teresópolis;275
330590 Trajano de Moraes;17
330600 Três Rios;315
330610 Valença;142
330615 Varre-Sai;17
330620 Vassouras;96
330630 Volta Redonda;718
350010 Adamantina;140
350020 Adolfo;5
350030 Aguaí;64
350040 Águas da Prata;4
350050 Águas de Lindóia;41
350055 Águas de Santa Bárbara;11
